python_tag,benchmark,class,mode,threads,rep,returncode,timed_out,verification,npb_seconds,mops,wall_seconds,python_version,node,slurm_job_id,slurm_array_task_id,raw_log
3.13t,CG,W,3,4,1,0,False,SUCCESSFUL,4.16,101.19,71.59147715568542,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m3__t04__r01.txt
3.13t,CG,W,3,4,2,0,False,SUCCESSFUL,4.16,101.18,71.95506072044373,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m3__t04__r02.txt
3.13t,CG,W,3,4,3,0,False,SUCCESSFUL,4.17,100.77,71.5042941570282,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m3__t04__r03.txt
3.13t,CG,W,3,16,1,0,False,SUCCESSFUL,5.54,75.95,73.13964295387268,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m3__t16__r01.txt
3.13t,CG,W,3,16,2,0,False,SUCCESSFUL,5.49,76.61,73.45334482192993,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m3__t16__r02.txt
3.13t,CG,W,3,16,3,0,False,SUCCESSFUL,5.66,74.34,73.37478709220886,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m3__t16__r03.txt
3.13t,CG,W,3,32,1,0,False,SUCCESSFUL,5.72,73.56,73.51842451095581,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m3__t32__r01.txt
3.13t,CG,W,3,32,2,0,False,SUCCESSFUL,5.76,73.0,73.30007362365723,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m3__t32__r02.txt
3.13t,CG,W,3,32,3,0,False,SUCCESSFUL,5.63,74.66,73.2594485282898,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m3__t32__r03.txt
3.13t,EP,S,2,1,1,0,False,SUCCESSFUL,36.67,0.92,52.06941342353821,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-195,7256569,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__EP__S__m2__t01__r01.txt
